loop20.log - test_y,loop15.log - test_y,loop10.log - test_y,loop5.log - test_y,
0.0632499977946,0.0694999843836,0.0737499892712,0.0899999812245,
0.0622499883175,0.0697499811649,0.072999984026,0.0904999896884,
0.0617499910295,0.0694999843836,0.0724999830127,0.0897499769926,
0.060499984771,0.0689999833703,0.0722499862313,0.0894999802113,
0.0589999891818,0.0674999803305,0.071749985218,0.0889999866486,
0.0584999881685,0.0672499835491,0.0722499936819,0.0887499898672,
0.0577499903738,0.0659999847412,0.07199998945,0.0889999866486,
0.0569999888539,0.0654999911785,0.0714999884367,0.0905000045896,
0.0572499893606,0.0652499869466,0.0704999864101,0.0902500003576,
0.0572499893606,0.0647500008345,0.0702499896288,0.0902500003576,
0.0569999888539,0.0647499933839,0.0704999864101,0.0905000045896,
0.0564999878407,0.0637499988079,0.0704999864101,0.0905000045896,
0.0559999905527,0.0627499893308,0.0704999864101,0.0910000056028,
0.0557499937713,0.0622499957681,0.0702499896288,0.0915000066161,
0.055249992758,0.0609999932349,0.0704999938607,0.0915000066161,
0.0554999895394,0.0607499927282,0.0702499896288,0.091750010848,
0.0549999922514,0.0609999895096,0.0702499896288,0.0915000066161,
0.0549999922514,0.0604999884963,0.0697499886155,0.0915000066161,
0.0549999922514,0.0607499927282,0.0694999992847,0.0920000076294,
0.0554999895394,0.0602499991655,0.0694999992847,0.091750010848,
0.0554999895394,0.0589999966323,0.0694999992847,0.0922500193119,
0.0554999895394,0.0579999983311,0.0694999992847,0.0925000160933,
0.0557499937713,0.0574999973178,0.0697499960661,0.0925000160933,
0.0557499937713,0.0572499930859,0.0697499960661,0.0922500118613,
0.0549999959767,0.0574999861419,0.0697499960661,0.0925000086427,
0.0549999959767,0.0574999861419,0.0697499960661,0.0925000086427,
0.0549999959767,0.056749984622,0.0694999992847,0.0922500044107,
0.0549999959767,0.0564999841154,0.0694999992847,0.0922500118613,
0.0547499917448,0.0559999831021,0.0694999992847,0.0922500118613,
0.0537499897182,0.0559999831021,0.070000000298,0.0920000001788,
0.0537499971688,0.0557499825954,0.070000000298,0.0920000001788,
0.0534999929368,0.0554999858141,0.0697500035167,0.0922499969602,
0.0534999929368,0.0554999858141,0.0697500035167,0.0920000001788,
0.0534999929368,0.0552499853075,0.0697500035167,0.0920000001788,
0.0537499971688,0.0552499890327,0.0697500035167,0.0922499969602,
0.0537499971688,0.056249987334,0.0697500035167,0.0922499969602,
0.0537499971688,0.0564999878407,0.0697500035167,0.0860000103712,
0.0537499971688,0.0562499910593,0.0697500035167,0.0855000093579,
0.0535000003874,0.0559999868274,0.0697500035167,0.0850000083447,
0.0535000003874,0.0554999858141,0.0695000067353,0.0850000083447,
0.0537499971688,0.0554999858141,0.0692500025034,0.0847500115633,
0.0537499971688,0.0554999858141,0.0692500025034,0.0845000073314,
0.0535000003874,0.0552499890327,0.0692500025034,0.0834999978542,
0.0535000003874,0.0549999922514,0.0689999982715,0.082749992609,
0.0532499961555,0.0547499917448,0.0689999982715,0.0822499915957,
0.0532499961555,0.055249992758,0.0689999982715,0.0822499915957,
0.0532499961555,0.0547499917448,0.0684999972582,0.0824999958277,
0.0532499961555,0.0547499917448,0.0684999972582,0.082749992609,
0.0529999993742,0.0544999949634,0.0687499940395,0.082999996841,
0.0527499988675,0.0542499944568,0.0687499940395,0.0832499936223,
0.0524999983609,0.0539999939501,0.0689999982715,0.0832499936223,
0.0524999983609,0.0539999939501,0.0687499940395,0.0829999893904,
0.0524999983609,0.0539999939501,0.0684999972582,0.0829999893904,
0.0524999983609,0.0539999939501,0.0684999972582,0.082749992609,
0.0524999983609,0.0539999939501,0.0684999972582,0.0824999958277,
0.0527499988675,0.0542499944568,0.0684999972582,0.082749992609,
0.0527499988675,0.0542499944568,0.0684999972582,0.082999996841,
0.0527499988675,0.0539999939501,0.0682499930263,0.0832499936223,
0.0527499988675,0.0537499897182,0.0679999962449,0.0827500000596,
0.0527499988675,0.0537499897182,0.0679999962449,0.0825000032783,
0.0527499988675,0.0539999902248,0.0679999962449,0.0822500064969,
0.0527499988675,0.0542499907315,0.067749992013,0.0819999948144,
0.0525000020862,0.0542499907315,0.067749992013,0.0819999948144,
0.0525000020862,0.0544999912381,0.0682499930263,0.0819999948144,
0.0525000020862,0.0542499944568,0.0682499930263,0.0819999948144,
0.0525000020862,0.0542499944568,0.0682499930263,0.0822499990463,
0.0525000020862,0.0542499944568,0.0682499930263,0.082000002265,
0.0522500015795,0.0542499944568,0.0682499930263,0.082000002265,
0.0522500015795,0.0544999949634,0.0679999962449,0.082000002265,
0.0522500015795,0.0544999949634,0.0679999962449,0.082000002265,
0.0527500025928,0.0544999949634,0.067749992013,0.082000002265,
0.0527500025928,0.0542499944568,0.067749992013,0.081749998033,
0.0527500025928,,0.0674999952316,0.081749998033,
0.0527500025928,,0.0672499909997,0.081749998033,
0.0527500025928,,0.0672499909997,0.081749998033,
0.0527500025928,,0.0674999952316,0.081749998033,
0.0525000058115,,0.0672499909997,0.0814999938011,
0.0525000058115,,0.0672499909997,0.0814999938011,
0.0522500053048,,0.0672499909997,0.0814999938011,
0.0522500053048,,0.0672499909997,0.0809999927878,
,,0.0667499899864,0.0809999927878,
,,0.0664999932051,0.0812499895692,
,,0.0662499964237,0.0812499895692,
,,0.0662499964237,0.0814999938011,
,,0.0662499964237,0.0817499905825,
,,0.0662499964237,0.0817499905825,
,,0.0662499964237,0.0817499905825,
,,0.0662499964237,0.0814999938011,
,,0.0662499964237,0.0814999938011,
,,0.0662499964237,0.0812499895692,
,,0.0659999921918,0.0809999927878,
,,0.0662499889731,0.0807499960065,
,,0.0664999932051,0.0807499960065,
,,0.0664999932051,0.0809999927878,
,,0.0667499825358,0.0809999927878,
,,0.0667499825358,0.0809999927878,
,,0.0667499825358,0.0804999917746,
,,0.0667499825358,0.0804999917746,
,,0.0667499825358,0.0804999917746,
,,0.0664999857545,0.0802499949932,
,,0.0664999857545,,
,,0.0667499825358,,
,,0.0667499899864,,
,,0.0667499899864,,
,,0.0667499899864,,
,,0.0667499899864,,
,,0.0669999867678,,
,,0.0667499825358,,
,,0.0667499825358,,
,,0.0667499825358,,
,,0.0664999857545,,
,,0.0664999857545,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
