loop20.log - test_y,loop15.log - test_y,loop10.log - test_y,loop5.log - test_y,
0.219000026584,0.242500022054,0.225749984384,0.23125000298,
0.201250001788,0.225999996066,0.20624999702,0.216750010848,
0.193499982357,0.220000043511,0.201000005007,0.206750050187,
0.191500008106,0.212750017643,0.189250007272,0.202250003815,
0.183250010014,0.205500006676,0.188999995589,0.198500037193,
0.173499986529,0.205500021577,0.18100002408,0.198750019073,
0.174750000238,0.196999981999,0.180750012398,0.194000020623,
0.171250000596,0.197249993682,0.178500011563,0.192499995232,
0.16700001061,0.192250013351,0.173250004649,0.190249979496,
0.165749996901,0.188499972224,0.168999999762,0.190999984741,
0.164499983191,0.189250007272,0.167749986053,0.191749989986,
0.163250014186,0.178749993443,0.169499978423,0.190749973059,
0.157000005245,0.179750010371,0.166999995708,0.191250041127,
0.156750023365,0.172500059009,0.168249994516,0.191249996424,
0.157750025392,0.169750034809,0.168499976397,0.192250013351,
0.15300001204,0.168749988079,0.168249994516,0.192000001669,
0.15000000596,0.165250003338,0.164000019431,0.192000001669,
0.148999989033,0.162999987602,0.164749994874,0.192000001669,
0.147749975324,0.160250008106,0.161250010133,0.191499993205,
0.145999997854,0.15925000608,0.161249995232,0.190499976277,
0.146249994636,0.159249991179,0.16099999845,0.189999997616,
0.145500004292,0.158999994397,0.161750018597,0.189249977469,
0.144250020385,0.156000003219,0.160750001669,0.188749969006,
0.143250003457,0.156499996781,0.162250012159,0.188249975443,
0.142500013113,0.154750004411,0.161000013351,0.188249990344,
0.141000017524,0.153999999166,0.160750001669,0.188499987125,
0.139750003815,0.151250004768,0.159500002861,0.188749969006,
0.141249999404,0.150499984622,0.15925000608,0.188499957323,
0.141499981284,0.151749998331,0.158999994397,0.187499955297,
0.141999989748,0.150250017643,0.159750014544,0.186749964952,
0.140750005841,0.150000020862,0.159500002861,0.186749964952,
0.138749986887,0.15000000596,0.158750012517,0.186749964952,
0.139749988914,0.149749994278,0.158500015736,0.187249973416,
0.138999998569,0.14825001359,0.158000007272,0.187249973416,
0.136750012636,0.148000016809,0.157250016928,0.186749979854,
