loop20_2.log - test_y,loop15_2.log - test_y,loop10_2.log - test_y,loop5_2.log - test_y,
0.242250010371,0.256750047207,0.250500023365,0.274749964476,
0.18725001812,0.206500023603,0.270500004292,0.242749989033,
0.174000009894,0.182250007987,0.211999982595,0.235249996185,
0.164749994874,0.199499994516,0.223000004888,0.228750050068,
0.14525000751,0.173250034451,0.197499975562,0.21924996376,
0.125249996781,0.187249988317,0.168500006199,0.206750035286,
0.124750003219,0.2064999789,0.203749984503,0.222000017762,
0.109249994159,0.181500017643,0.180499985814,0.198249995708,
0.111749984324,0.159499973059,0.186750009656,0.194750025868,
0.102250002325,0.180500015616,0.173500001431,0.224499985576,
0.100999988616,0.156499996781,0.149749994278,0.181749984622,
0.0877499878407,0.173749998212,0.154250010848,0.182749986649,
0.099749982357,0.158750012517,0.134000003338,0.19374999404,
0.0829999819398,0.105999998748,0.170749992132,0.169249996543,
0.0944999977946,0.102249994874,0.112249985337,0.165000021458,
0.0919999852777,0.128749996424,0.110749989748,0.162249982357,
0.0810000002384,0.117750011384,0.102500006557,0.156499996781,
0.0780000016093,0.0857499986887,0.121250003576,0.162749990821,
0.0937500074506,0.115000024438,0.105999991298,0.149499997497,
0.135249987245,0.0974999889731,0.132749989629,0.151750013232,
0.0892500057817,0.113750003278,0.105749979615,0.15199996531,
0.0862500071526,0.114500015974,0.0974999964237,0.141249984503,
0.0785000026226,0.113500013947,0.0937499925494,0.138999983668,
0.0794999822974,0.113250002265,0.101250007749,0.14549998939,
0.0994999855757,0.0957500040531,0.110749997199,0.143750011921,
0.0895000100136,0.11225001514,0.0850000083447,0.133249998093,
0.0694999992847,0.0934999957681,0.0927499979734,0.136749967933,
0.0854999870062,0.0985000059009,0.0895000100136,0.124749995768,
0.101000010967,0.0982499867678,0.0835000053048,0.13774998486,
0.0819999948144,0.0880000069737,0.100999996066,0.132250010967,
0.0982499867678,0.105250015855,0.105999991298,0.122249998152,
0.0824999883771,0.106000006199,0.0839999988675,0.117750011384,
0.0799999833107,0.100249990821,0.0887499973178,0.11724999547,
0.0857499986887,0.0912500023842,0.102499991655,0.112749986351,
0.0699999853969,0.103000000119,0.105999991298,0.117999993265,
0.0844999849796,0.0967499986291,0.100500002503,0.108750000596,
0.0682499855757,0.0789999961853,0.0974999889731,0.111500002444,
0.0767499879003,0.0909999907017,0.106749989092,0.112250000238,
0.0804999917746,0.0794999971986,0.0982499793172,0.104250006378,
0.105500005186,0.0959999933839,0.0754999965429,0.102999992669,
0.0699999853969,0.0852499976754,0.119000010192,0.10150000453,
0.0719999969006,0.0995000004768,0.0867500007153,0.100999996066,
0.0950000137091,0.0850000083447,0.0840000137687,0.0980000123382,
0.105000004172,0.104000009596,0.0955000147223,0.100749991834,
0.0732499957085,0.0684999898076,0.107250012457,0.0952500030398,
0.0770000070333,0.0840000137687,0.107000000775,0.109249994159,
0.0732499882579,0.0817500054836,0.0827500000596,0.0972500145435,
0.0662499889731,0.0774999931455,0.102250002325,0.0995000004768,
0.0757499933243,0.0792500153184,0.0940000042319,0.102000012994,
0.0757499933243,0.0789999961853,0.101250000298,0.0957500115037,
0.0587499961257,0.0932500064373,0.0830000117421,0.0917500033975,
0.079499989748,0.0827500000596,0.109500005841,0.0905000045896,
0.0740000009537,0.0762499943376,0.0959999933839,0.0907499939203,
0.0667499825358,0.0689999908209,0.113250002265,0.0910000056028,
0.0977499932051,0.0817500054836,0.0879999995232,0.097999997437,
0.0617499910295,0.086249999702,0.0894999951124,0.0879999920726,
0.074249997735,0.0707499831915,0.0725000053644,0.0877500027418,
0.0657499954104,0.0789999961853,0.082999996841,0.0887499973178,
0.0609999932349,0.070000000298,0.0907500013709,0.087249994278,
0.0792500004172,0.083749987185,0.0969999954104,0.0885000005364,
0.074500001967,0.0692499876022,0.0730000063777,0.086249999702,
0.0549999959767,0.0702499896288,0.0787499919534,0.0899999886751,
0.0584999918938,0.079499989748,0.111999996006,0.0949999913573,
0.0619999952614,0.0740000009537,0.0817499905825,0.086999990046,
0.0627499893308,0.0682500079274,0.0954999923706,0.0857499986887,
0.0754999890924,0.0797499939799,0.08599999547,0.0877500027418,
0.0649999976158,0.0714999958873,0.0922499895096,0.0872500091791,
0.0672499909997,0.0779999941587,0.0834999904037,0.0865000039339,
0.0682499930263,0.0902500003576,0.0759999975562,0.0882499963045,
0.0649999976158,0.065750002861,0.0707499980927,0.106499999762,
0.059749994427,0.0640000030398,0.117499999702,0.0832500010729,
0.0684999972582,0.0682499930263,0.0799999833107,0.0850000083447,
0.0602499954402,0.0767500028014,0.097250007093,0.0859999880195,
0.0647499933839,0.0779999941587,0.0855000019073,0.085250005126,
0.058749999851,0.0727499872446,0.0812500044703,0.0890000015497,
0.0584999918938,0.0747499987483,0.075249992311,0.0834999904037,
0.0772500038147,0.0780000016093,0.0717499926686,0.0842499881983,
0.0554999932647,0.080249980092,0.083749987185,0.0867500081658,
0.0687500014901,0.0792499855161,0.0707499906421,0.0797499939799,
0.0614999905229,0.0837500020862,0.0812499970198,0.0914999842644,
0.0659999921918,0.0697499960661,0.077500000596,0.0850000083447,
0.0719999969006,0.0642499998212,0.0762499943376,0.0802500098944,
0.07199998945,0.0572499930859,0.0754999965429,0.0797500014305,
0.0664999932051,0.0722500085831,0.0769999921322,0.0799999982119,
0.055249992758,0.073250003159,0.0690000131726,0.0809999927878,
0.0587499924004,0.0589999966323,0.0982499942183,0.0847499892116,
0.0529999956489,0.0654999986291,0.0722500011325,0.0932499989867,
0.0514999963343,0.0622499994934,0.0814999938011,0.0820000097156,
0.0652500018477,0.059749994427,0.0720000043511,0.0834999978542,
0.0757499858737,0.0620000064373,0.0672499984503,0.0979999899864,
0.0572499968112,0.0962499976158,0.0834999978542,0.0834999904037,
0.0562499910593,0.0622499957681,0.0817500054836,0.0824999958277,
0.0604999996722,0.0604999959469,0.0729999914765,0.0854999870062,
0.0712499916553,0.0592499934137,0.0867499858141,0.0845000073314,
0.0719999969006,0.0547499842942,0.0824999883771,0.0834999904037,
0.0544999912381,0.0679999962449,0.0710000023246,0.080499984324,
0.0715000033379,0.0689999982715,0.0730000063777,0.0794999822974,
0.0524999909103,0.0584999956191,0.0722499936819,0.0784999877214,
0.0592500008643,0.0604999996722,0.0669999942183,0.0807500109076,
0.0542499981821,0.0594999939203,0.0669999942183,0.0790000036359,
0.0559999905527,0.0622499957681,0.0722500085831,0.0814999863505,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
