loop20_final.log - test_y,loop20_final.log - test_y,loop20_final.log - test_y,loop20_final.log - test_y,loop20_final.log - test_y,
0.156249970198,0.150749996305,0.242250010371,0.263500034809,0.219000026584,
0.140249982476,0.138750001788,0.18725001812,0.244250014424,0.201250001788,
0.129999995232,0.127750009298,0.174000009894,0.233499988914,0.193499982357,
0.121500000358,0.116999991238,0.164749994874,0.226500034332,0.191500008106,
0.114500023425,0.112999990582,0.14525000751,0.224500015378,0.183250010014,
0.107249997556,0.110749989748,0.125249996781,0.220500007272,0.173499986529,
0.100499995053,0.111250005662,0.124750003219,0.217000022531,0.174750000238,
0.0895000100136,0.10925000906,0.109249994159,0.213250011206,0.171250000596,
0.0820000097156,0.106500007212,0.111749984324,0.211250022054,0.16700001061,
0.0739999935031,0.104249998927,0.102250002325,0.209250018001,0.165749996901,
0.0712499916553,0.0997499898076,0.100999988616,0.206000000238,0.164499983191,
0.0689999908209,0.0952500030398,0.0877499878407,0.201249971986,0.163250014186,
0.0639999955893,0.0922499969602,0.099749982357,0.200999960303,0.157000005245,
0.0624999925494,0.0885000005364,0.0829999819398,0.19874997437,0.156750023365,
0.0614999942482,0.087249994278,0.0944999977946,0.197999969125,0.157750025392,
0.0607499927282,0.0857499912381,0.0919999852777,0.197999954224,0.15300001204,
0.0587499886751,0.0852499902248,0.0810000002384,0.196999952197,0.15000000596,
0.0584999881685,0.082999996841,0.0780000016093,0.196749970317,0.148999989033,
0.0589999854565,0.0822500064969,0.0937500074506,0.196499973536,0.147749975324,
0.0584999844432,0.0825000032783,0.135249987245,0.195999979973,0.145999997854,
0.0574999861419,0.082000002265,0.0892500057817,0.196499973536,0.146249994636,
0.0567499883473,0.0819999948144,0.0862500071526,0.196500003338,0.145500004292,
0.0564999915659,0.081749998033,0.0785000026226,0.195500001311,0.144250020385,
0.0564999952912,0.080499984324,0.0794999822974,0.195749998093,0.143250003457,
0.0562499985099,0.079499989748,0.0994999855757,0.19549998641,0.142500013113,
0.0562499985099,0.0779999941587,0.0895000100136,0.194749996066,0.141000017524,
0.0560000017285,0.0752499997616,0.0694999992847,0.19374999404,0.139750003815,
0.054999999702,0.0729999989271,0.0854999870062,0.193999990821,0.141249999404,
0.0542499981821,0.0699999928474,0.101000010967,0.193499997258,0.141499981284,
0.0542499981821,0.0684999898076,0.0819999948144,0.192000001669,0.141999989748,
0.0542499981821,0.0679999962449,0.0982499867678,0.191750004888,0.140750005841,
0.0539999976754,0.0659999921918,0.0824999883771,0.190750017762,0.138749986887,
0.0539999976754,0.0652499869466,0.0799999833107,0.190250024199,0.139749988914,
0.0537499971688,0.0637499913573,0.0857499986887,0.190000027418,0.138999998569,
0.0534999966621,0.0637499913573,0.0699999853969,0.189250037074,0.136750012636,
0.0534999966621,0.0632499977946,0.0844999849796,0.18875002861,0.13599999249,
0.0532499961555,0.0622499883175,0.0682499855757,0.189000025392,0.136999994516,
0.0537499971688,0.0617499910295,0.0767499879003,0.18875002861,0.138500005007,
0.0537499971688,0.060499984771,0.0804999917746,0.188250035048,0.137250006199,
0.0537499971688,0.0589999891818,0.105500005186,0.188250035048,0.13750000298,
0.0537499971688,0.0584999881685,0.0699999853969,0.188000023365,0.137750014663,
0.0537499971688,0.0577499903738,0.0719999969006,0.18700003624,0.136500015855,
0.0534999966621,0.0569999888539,0.0950000137091,0.187250033021,0.134000003338,
0.0534999966621,0.0572499893606,0.105000004172,0.186500027776,0.134499996901,
0.0534999966621,0.0572499893606,0.0732499957085,0.185750037432,0.133500009775,
0.0537499971688,0.0569999888539,0.0770000070333,0.185000047088,0.133000031114,
0.0537499971688,0.0564999878407,0.0732499882579,0.184500053525,0.134000018239,
0.0539999976754,0.0559999905527,0.0662499889731,0.184250026941,0.132500007749,
0.0542499981821,0.0557499937713,0.0757499933243,0.183750033379,0.134000003338,
0.0542500019073,0.055249992758,0.0757499933243,0.183750033379,0.133250012994,
0.0542500019073,0.0554999895394,0.0587499961257,0.183500006795,0.133000031114,
0.0542500019073,0.0549999922514,0.079499989748,0.183250024915,0.132250010967,
0.0539999976754,0.0549999922514,0.0740000009537,0.183000043035,0.133250012994,
0.0539999976754,0.0549999922514,0.0667499825358,0.182500034571,0.132500007749,
0.0539999976754,0.0554999895394,0.0977499932051,0.182500034571,0.133249998093,
0.0539999976754,0.0554999895394,0.0617499910295,0.181500017643,0.133250012994,
0.0542499981821,0.0554999895394,0.074249997735,0.182000055909,0.134000003338,
0.0542499981821,0.0557499937713,0.0657499954104,0.181750044227,0.133750006557,
0.0542499981821,0.0557499937713,0.0609999932349,0.182000041008,0.134500011802,
0.0542499981821,0.0549999959767,0.0792500004172,0.183000028133,0.134750023484,
0.0542499981821,0.0549999959767,0.074500001967,0.182750031352,0.133750006557,
0.0539999976754,0.0549999959767,0.0549999959767,0.182500034571,0.133499994874,
0.0539999976754,0.0549999959767,0.0584999918938,0.182500034571,0.133499994874,
0.0539999976754,0.0547499917448,0.0619999952614,0.182250037789,0.133249998093,
0.0539999976754,0.0537499897182,0.0627499893308,0.182250037789,0.133500009775,
0.0539999976754,0.0537499971688,0.0754999890924,0.18250001967,0.133500009775,
0.0542499981821,0.0534999929368,0.0649999976158,0.182000026107,0.134749993682,
0.0539999976754,0.0534999929368,0.0672499909997,0.182250022888,0.133999988437,
0.0539999976754,0.0534999929368,0.0682499930263,0.182000026107,0.132500007749,
0.0534999966621,0.0537499971688,0.0649999976158,0.182000026107,0.133000001311,
0.0534999966621,0.0537499971688,0.059749994427,0.181750014424,0.133249998093,
0.0534999966621,0.0537499971688,0.0684999972582,0.181500017643,0.13250002265,
0.0534999966621,0.0537499971688,0.0602499954402,0.180500000715,0.13275000453,
0.0529999956489,0.0535000003874,0.0647499933839,0.180749997497,0.133250012994,
0.0529999956489,0.0535000003874,0.058749999851,0.180500000715,0.13275000453,
0.0532499998808,0.0537499971688,0.0584999918938,0.179999992251,0.132500007749,
0.0529999993742,0.0537499971688,0.0772500038147,0.17974999547,0.132500007749,
0.0532499998808,0.0535000003874,0.0554999932647,0.179499998689,0.132500007749,
0.0532499961555,0.0535000003874,0.0687500014901,0.178999990225,0.133000001311,
0.0529999956489,0.0532499961555,0.0614999905229,0.178999990225,0.133000001311,
0.0529999956489,0.0532499961555,0.0659999921918,0.179249987006,0.133500009775,
0.0529999956489,0.0532499961555,0.0719999969006,0.179249987006,0.133249998093,
0.0527499951422,0.0532499961555,0.07199998945,0.179249987006,0.133250012994,
0.0527499951422,0.0529999993742,0.0664999932051,0.17974999547,0.133250012994,
0.0527499951422,0.0527499988675,0.055249992758,0.179999992251,0.133250012994,
0.0532499961555,0.0524999983609,0.0587499924004,0.179249987006,0.133000016212,
0.0532499961555,0.0524999983609,0.0529999956489,0.179499998689,0.13275000453,
0.0532499961555,0.0524999983609,0.0514999963343,0.179499998689,0.13275000453,
0.0527499951422,0.0524999983609,0.0652500018477,0.178749993443,0.13275000453,
0.0527499951422,0.0524999983609,0.0757499858737,0.178749993443,0.132750019431,
0.0527499951422,0.0527499988675,0.0572499968112,0.178999990225,0.132249996066,
0.0527499951422,0.0527499988675,0.0562499910593,0.179249987006,0.132249996066,
0.0527499951422,0.0527499988675,0.0604999996722,0.179499983788,0.132249996066,
0.0527499951422,0.0527499988675,0.0712499916553,0.179250001907,0.132249996066,
0.0527499951422,0.0527499988675,0.0719999969006,0.179000005126,0.132750019431,
0.0527499951422,0.0527499988675,0.0544999912381,0.178749993443,0.132500007749,
0.0527499951422,0.0527499988675,0.0715000033379,0.179249987006,0.133000001311,
0.0527499951422,0.0525000020862,0.0524999909103,0.179249987006,0.133250012994,
0.0527499951422,0.0525000020862,0.0592500008643,0.179249987006,0.133250012994,
0.0527499951422,0.0525000020862,0.0542499981821,0.178499996662,0.133000001311,
0.051499992609,0.0525000020862,0.0559999980032,0.178499996662,0.12800000608,
0.051499992609,0.0527500025928,0.0719999969006,0.178499996662,0.127500012517,
0.051499992609,0.0527500025928,0.0722499936819,0.178499996662,0.126249998808,
0.051499992609,0.0530000030994,0.0614999867976,0.178499996662,0.126249983907,
0.051499992609,0.0527499988675,0.0639999881387,0.178499996662,0.126249983907,
0.051499992609,0.0527499988675,0.0602499991655,0.178499996662,0.125999987125,
0.0512499921024,0.0527499988675,0.0559999980032,0.178499996662,0.125749990344,
0.0512499921024,0.0527499988675,0.0505000017583,0.178499996662,0.125499993563,
0.0512499921024,0.0530000030994,0.05549999699,0.178499996662,0.125749990344,
0.0512499921024,0.0530000030994,0.055249992758,0.178499996662,0.125749990344,
0.0512499921024,0.0530000030994,0.0547499917448,0.178499996662,0.125749990344,
0.0512499921024,0.0530000030994,0.0570000000298,0.178499996662,0.125249996781,
0.0512499921024,0.0530000030994,0.0584999844432,0.178499996662,0.125499993563,
0.0512499921024,0.0530000030994,0.0639999881387,0.178499996662,0.125499993563,
0.0512499921024,0.0532499998808,0.0572499968112,0.178499996662,0.125499993563,
0.0512499921024,0.0532499998808,0.0594999939203,0.178499996662,0.125499993563,
0.0512499921024,0.0530000030994,0.0564999952912,0.178499996662,0.125499993563,
0.0512499921024,0.0530000030994,0.0502499863505,0.178499996662,0.125499993563,
0.0512499921024,0.0530000030994,0.0572500005364,0.178499996662,0.125499993563,
0.0512499921024,0.0530000030994,0.0499999970198,0.178499996662,0.125499993563,
0.0512499921024,0.0530000030994,0.0492499917746,0.178499996662,0.125749990344,
0.0512499921024,0.0530000030994,0.0507499948144,0.178499996662,0.125749990344,
0.0512499921024,0.0530000030994,0.0560000017285,0.178499996662,0.125749990344,
0.0512499921024,0.0530000030994,0.0557499974966,0.178499996662,0.125499993563,
0.0512499921024,0.0530000030994,0.0479999966919,0.178499996662,0.125499993563,
0.0512499921024,0.0532499998808,0.0517499931157,0.178499996662,0.125499993563,
0.0512499921024,0.0532499998808,0.0574999898672,0.178499996662,0.125249996781,
0.0512499921024,0.0532499998808,0.0602499879897,0.178499996662,0.125249996781,
0.0512499921024,0.0532499998808,0.0502499938011,0.178499996662,0.125249996781,
0.0512499921024,0.0532499998808,0.0552500002086,0.178499996662,0.125249996781,
0.0512499921024,0.0532499998808,0.0567499957979,0.178499996662,0.125249996781,
0.0512499921024,0.0532499998808,0.0559999905527,0.178499996662,0.125249996781,
0.0512499921024,0.0532499998808,0.0494999960065,0.178499996662,0.125249996781,
0.0512499921024,0.0532499998808,0.0499999895692,0.178499996662,0.125249996781,
0.0512499921024,0.0532499998808,0.0502499938011,0.178499996662,0.125499993563,
0.0512499921024,0.0530000030994,0.051499992609,0.178499996662,0.125499993563,
0.0512499921024,0.0530000030994,0.0529999956489,0.178499996662,0.125499993563,
0.0509999915957,0.0530000030994,0.0487499944866,0.178499996662,0.125499993563,
0.0509999915957,0.0530000030994,0.0482499971986,0.178499996662,0.125499993563,
0.0509999915957,0.0530000030994,0.0524999834597,0.178499996662,0.12524998188,
0.0509999915957,0.0530000030994,0.0509999915957,0.178499996662,0.12524998188,
0.0509999915957,0.0530000030994,0.0539999902248,0.178499996662,0.12524998188,
0.0509999915957,0.0530000030994,0.0494999922812,0.178499996662,0.125499978662,
0.0509999915957,0.0530000030994,0.0524999946356,0.178499996662,0.125499978662,
0.0509999915957,0.0530000030994,0.0457499995828,0.178499996662,0.125499978662,
0.0509999915957,0.0530000030994,0.0502499975264,0.178499996662,0.12524998188,
0.0509999915957,0.0527500063181,0.0457499958575,0.178499996662,0.12524998188,
0.0509999915957,0.0527500063181,0.044499989599,0.178499996662,0.12524998188,
0.0509999915957,0.0527500063181,0.0457499884069,0.178499996662,0.12524998188,
0.0509999915957,0.0527500063181,0.0507499910891,0.178499996662,0.12524998188,
0.0509999915957,0.0527500063181,0.0452499873936,0.178499996662,0.12524998188,
0.0509999915957,0.0527500063181,0.0454999916255,0.178499996662,0.12524998188,
0.0509999915957,0.0530000030994,0.0442499890924,0.178499996662,0.12524998188,
0.0509999915957,0.0532500073314,0.0452499911189,0.178499996662,0.12524998188,
0.0509999915957,0.0532500073314,0.0442499853671,0.178499996662,0.12524998188,
0.0509999915957,0.0532500073314,0.0447499901056,0.178499996662,0.12524998188,
0.0509999915957,0.0532500073314,0.044499989599,0.178499996662,0.12524998188,
0.0509999915957,0.0532500073314,0.044499989599,0.178499996662,0.12524998188,
0.0509999915957,0.0532500073314,0.0432499870658,0.178499996662,0.124999962747,
0.0509999915957,0.0532500073314,0.0432499870658,0.178499996662,0.124999962747,
0.0509999915957,0.0532500073314,0.044499989599,0.178499996662,0.12524998188,
0.0509999915957,0.0532500073314,0.0442499853671,0.178499996662,0.12524998188,
0.0509999915957,0.0532500073314,0.0432499870658,0.178499996662,0.12524998188,
0.0509999915957,0.0532500073314,0.0437499843538,0.178499996662,0.124999962747,
0.0509999915957,0.0532500073314,0.0437499880791,0.178499996662,0.124999962747,
0.0509999915957,0.0532500073314,0.0439999848604,0.178499996662,0.124999962747,
0.0509999915957,0.0532500073314,0.0437499880791,0.178499996662,0.124999962747,
0.0509999915957,0.0532500073314,0.0429999865592,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.044499989599,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0442499890924,0.178499996662,0.124999962747,
0.0512499921024,0.0535000041127,0.0462499894202,0.178499996662,0.124999962747,
0.0512499921024,0.0535000041127,0.0442499890924,0.178499996662,0.124999962747,
0.0512499921024,0.0535000041127,0.0434999838471,0.178499996662,0.124999962747,
0.0512499921024,0.0535000041127,0.0442499890924,0.178499996662,0.124999962747,
0.0512499921024,0.0535000041127,0.0437499880791,0.178499996662,0.124999962747,
0.0512499921024,0.0535000041127,0.0452499873936,0.178499996662,0.124999962747,
0.0512499921024,0.0535000041127,0.0434999875724,0.178499996662,0.124999962747,
0.0512499921024,0.0535000041127,0.044999986887,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0447499863803,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0434999838471,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0427499860525,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.044499989599,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0434999912977,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0434999838471,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0444999858737,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0434999912977,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0437499843538,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0429999865592,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0434999838471,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0432499907911,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0439999885857,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0449999906123,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0434999912977,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0462499894202,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.0449999943376,0.178499996662,0.124999962747,
0.0512499921024,0.0532500073314,0.043999992311,0.178499996662,0.12524998188,
0.0512499921024,0.0532500073314,0.044499989599,0.178499996662,0.12524998188,
0.0512499921024,0.0532500073314,0.044999986887,0.178499996662,0.12524998188,
0.0512499921024,0.0532500073314,0.0442499890924,0.178499996662,0.12524998188,
0.0512499921024,0.0532500073314,0.044499989599,0.178499996662,0.12524998188,
