loop20.log - test_y,loop15.log - test_y,loop10.log - test_y,loop5.log - test_y,
0.25624999404,0.271250039339,0.422250032425,0.355499923229,
0.235249996185,0.416000008583,0.437500029802,0.298750013113,
0.226750016212,0.336749970913,0.435000032187,0.479499995708,
0.326750010252,0.249000012875,0.434750050306,0.448750048876,
0.439999997616,0.232250019908,0.358749985695,0.465250015259,
0.418249964714,0.226500019431,0.372999995947,0.456999927759,
0.316249966621,0.222000002861,0.338499993086,0.334249973297,
0.260749995708,0.224250018597,0.342999964952,0.418749958277,
0.410749971867,0.227000027895,0.424500048161,0.414000064135,
0.263000041246,0.222500026226,0.226249992847,0.437499970198,
0.383499979973,0.224750041962,0.392499983311,0.418999999762,
0.257749974728,0.221500009298,0.3207500875,0.373000025749,
0.407999992371,0.282000005245,0.251500040293,0.404500067234,
0.255500018597,0.21875,0.363000005484,0.439500004053,
0.411000013351,0.219250023365,0.342500001192,0.377499997616,
0.26525002718,0.266750067472,0.252499997616,0.350000023842,
0.310000002384,0.249250009656,0.292749971151,0.36050003767,
0.25799998641,0.217500001192,0.251750022173,0.359249979258,
0.38400003314,0.217999994755,0.275499999523,0.360749989748,
0.250750005245,0.217500016093,0.438750058413,0.352499961853,
0.239750012755,0.266250014305,0.42074996233,0.23575001955,
0.325249999762,0.218750014901,0.400999963284,0.315750002861,
0.296499967575,0.21724998951,0.393250048161,0.322749972343,
0.217500045896,0.266999989748,0.383000016212,0.457250028849,
0.244249969721,0.286999970675,0.374499976635,0.323749989271,
0.31274998188,0.268500000238,0.387499928474,0.458499997854,
0.233999982476,0.282249957323,0.372250020504,0.446999996901,
0.225500047207,0.283249944448,0.277499973774,0.316749960184,
0.262250036001,0.256500035524,0.319750010967,0.355000019073,
0.263999998569,0.215750038624,0.325500011444,0.340999990702,
0.250750005245,0.257499963045,0.393750011921,0.331750065088,
0.407999992371,0.223750010133,0.27325001359,0.337249994278,
0.322750031948,0.398750066757,0.216749995947,0.331000000238,
0.301749974489,0.216000005603,0.385249972343,0.4537499547,
0.398249983788,0.260249972343,0.217750027776,0.445249974728,
0.260000050068,0.223500028253,0.361000001431,0.346000015736,
0.355499982834,0.218999996781,0.38275000453,0.325999975204,
0.407249987125,0.216250017285,0.379000008106,0.337000012398,
0.236000016332,0.216250002384,0.366250008345,0.353749990463,
0.24675001204,0.348500013351,0.434750050306,0.363499999046,
0.398500084877,0.339750051498,0.243000000715,0.225750014186,
0.240999981761,0.253999978304,0.323250025511,0.378249943256,
0.410499989986,0.261999964714,0.394250005484,0.332249969244,
0.236000016332,0.248999983072,0.213000014424,0.222750037909,
0.304499983788,0.265249967575,0.405000030994,0.381249964237,
0.323249995708,0.227250024676,0.339499980211,0.331750005484,
0.255250006914,0.261999994516,0.395500004292,0.326750010252,
0.257250010967,0.259999990463,0.345749974251,0.317499965429,
0.236999988556,0.283250063658,0.401000022888,0.293500036001,
0.235249996185,0.230750009418,0.214499995112,0.300999999046,
0.28125,0.223000004888,0.441750079393,0.233999997377,
0.4375,0.222000032663,0.415999978781,0.264500021935,
0.224499985576,0.230250000954,0.345999985933,0.355249971151,
0.287249982357,0.233750015497,0.325249999762,0.319749981165,
