loop20.log - test_y,loop15.log - test_y,loop10.log - test_y,loop5.log - test_y,
0.386250048876,0.333500027657,0.253500014544,0.229999989271,
0.318250000477,0.222499996424,0.358000010252,0.368749976158,
0.27374997735,0.319249987602,0.363000035286,0.31375002861,
0.212999999523,0.259749978781,0.384499996901,0.377250045538,
0.266999989748,0.27999997139,0.360999941826,0.31099998951,
0.27500000596,0.218500003219,0.329499989748,0.319250017405,
0.311750024557,0.256000012159,0.391499996185,0.229750007391,
0.407250016928,0.275999993086,0.40875005722,0.295250028372,
0.257750034332,0.253749996424,0.293500036001,0.268999993801,
0.263250023127,0.247500032187,0.348500013351,0.378999978304,
0.334250092506,0.264500021935,0.262250006199,0.300499975681,
0.339500010014,0.366999953985,0.369249969721,0.312250047922,
0.225749984384,0.228999957442,0.373500049114,0.296249955893,
0.315499991179,0.258249998093,0.219499975443,0.368000030518,
0.24274995923,0.257749974728,0.410250008106,0.391749978065,
0.217750027776,0.214250043035,0.365749955177,0.29549998045,
0.2650000453,0.220750004053,0.291500031948,0.217250004411,
0.277250051498,0.215249985456,0.401750028133,0.293999999762,
0.229499980807,0.237250059843,0.235749989748,0.295249998569,
0.299499988556,0.380999982357,0.361499965191,0.300750076771,
0.272249996662,0.268749982119,0.36700001359,0.267500013113,
0.233750030398,0.261249959469,0.347000032663,0.312500059605,
0.322499990463,0.252250015736,0.358249932528,0.287500023842,
0.324999988079,0.334499955177,0.341999918222,0.231750011444,
0.351249992847,0.222499981523,0.310999959707,0.325249969959,
0.218750014901,0.256750017405,0.318250030279,0.381999999285,
0.415500074625,0.305249989033,0.390250056982,0.414500027895,
0.264750033617,0.221500009298,0.397749990225,0.309750020504,
0.307750046253,0.293750017881,0.332000076771,0.29825001955,
0.28900000453,0.266249984503,0.408249974251,0.421999961138,
0.305000007153,0.224500015378,0.405000001192,0.309249937534,
0.260250002146,0.231499999762,0.214499995112,0.398999989033,
0.299250006676,0.221750035882,0.424249947071,0.302000015974,
0.432999998331,0.220999985933,0.345250040293,0.306250035763,
0.264999985695,0.221250012517,0.371500015259,0.269499987364,
0.286249995232,0.254999995232,0.365500003099,0.236749976873,
0.285000026226,0.281500011683,0.288249969482,0.297500044107,
0.248999997973,0.227499991655,0.300999999046,0.25624999404,
0.408749967813,0.280499964952,0.351500064135,0.318999946117,
0.254250019789,0.257499992847,0.392250031233,0.225749999285,
0.40649998188,0.217250034213,0.326750010252,0.230499997735,
0.284750014544,0.277500003576,0.321000039577,0.276999980211,
0.278250008821,0.289000034332,0.289500027895,0.226500049233,
0.273750007153,0.225750029087,0.260250002146,0.398750036955,
0.228249996901,0.262249976397,0.403250098228,0.448499947786,
0.394999921322,0.252999991179,0.322250008583,0.306500047445,
0.278500050306,0.235750004649,0.215250045061,0.318999946117,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
